Session;Participant;Block;Condition;Display;OnsetDelay;Percept;Time;Duration;iPercept;SpeedUp_first
2018-12-13-08-44-26;ABH1998w; 1;Passive;KDE -45;1,271371;left; 8,95693249;5,887905e+00; 1;TRUE
2018-12-13-08-44-26;ABH1998w; 1;Passive;KDE -45;1,271371;right;14,84483710;1,434432e+01; 2;TRUE
2018-12-13-08-44-26;ABH1998w; 1;Passive;KDE -45;1,271371;left;29,20582630;1,756353e+01; 4;TRUE
2018-12-13-08-44-26;ABH1998w; 1;Passive;KDE -45;1,271371;right;46,76935933;7,422265e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w; 1;Passive;KDE -45;1,271371;left;54,19162471;3,068957e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w; 2;Passive;KDE 45;1,474698;left; 1,30102663;2,702071e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w; 2;Passive;KDE 45;1,474698;right;28,32173814;2,535300e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w; 2;Passive;KDE 45;1,474698;left;30,85710527;9,957647e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w; 2;Passive;KDE 45;1,474698;right;40,81475241;2,802106e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w; 4;Passive;KDE -45;1,079058;right; 1,01745546;2,927247e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w; 4;Passive;KDE -45;1,079058;left;30,28992218;4,570124e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w; 4;Passive;KDE -45;1,079058;right;34,86004629;3,452633e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w; 4;Passive;KDE -45;1,079058;left;38,31275151;2,885486e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w; 4;Passive;KDE -45;1,079058;right;41,19823788;3,869646e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w; 4;Passive;KDE -45;1,079058;left;45,06788375;4,403362e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w; 4;Passive;KDE -45;1,079058;right;49,47124541;3,435924e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w; 4;Passive;KDE -45;1,079058;left;52,90716909;2,668770e+00; 9;TRUE
2018-12-13-08-44-26;ABH1998w; 5;Passive;KDE 45;1,206350;left; 1,41786211;2,632022e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w; 5;Passive;KDE 45;1,206350;right;27,73808542;9,073578e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w; 5;Passive;KDE 45;1,206350;left;36,81166305;1,080830e+01; 3;TRUE
2018-12-13-08-44-26;ABH1998w; 5;Passive;KDE 45;1,206350;right;47,61995841;5,420844e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w; 5;Passive;KDE 45;1,206350;left;53,05741122;5,170675e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w; 6;Passive;NC;1,268477;right; 2,48537080;3,219065e+00; 1;TRUE
2018-12-13-08-44-26;ABH1998w; 6;Passive;NC;1,268477;right; 6,77196852;2,167998e-01; 3;TRUE
2018-12-13-08-44-26;ABH1998w; 6;Passive;NC;1,268477;right;10,07491613;3,902946e+01; 5;TRUE
2018-12-13-08-44-26;ABH1998w; 7;Passive;KDE -45;1,446061;right; 0,80069636;2,113285e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w; 7;Passive;KDE -45;1,446061;left;21,93354586;4,453464e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w; 7;Passive;KDE -45;1,446061;right;26,38700990;1,607890e+01; 3;TRUE
2018-12-13-08-44-26;ABH1998w; 7;Passive;KDE -45;1,446061;left;42,46591289;1,551224e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w; 7;Passive;KDE -45;1,446061;right;44,01713669;1,934796e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w; 7;Passive;KDE -45;1,446061;left;45,95193273;4,136534e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w; 7;Passive;KDE -45;1,446061;right;50,08846650;9,457243e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w; 8;Passive;KDE 45;1,045673;left; 1,23434361;2,096611e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w; 8;Passive;KDE 45;1,045673;right;22,20044869;8,973500e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w; 8;Passive;KDE 45;1,045673;left;31,19067247;8,172959e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w; 8;Passive;KDE 45;1,045673;right;39,36363136;1,184185e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w; 8;Passive;KDE 45;1,045673;left;40,56451233;2,168374e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w; 8;Passive;KDE 45;1,045673;right;42,73295847;2,568561e+00; 9;TRUE
2018-12-13-08-44-26;ABH1998w; 8;Passive;KDE 45;1,045673;left;45,30157802;7,322232e+00;11;TRUE
2018-12-13-08-44-26;ABH1998w; 8;Passive;KDE 45;1,045673;right;52,62381000;7,322279e+00;12;TRUE
2018-12-13-08-44-26;ABH1998w; 9;Passive;NC;1,421619;right; 4,12021622;5,537245e+00; 1;TRUE
2018-12-13-08-44-26;ABH1998w; 9;Passive;NC;1,421619;left; 9,67416242;4,186503e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w; 9;Passive;NC;1,421619;right;13,86066547;4,370430e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w; 9;Passive;NC;1,421619;left;18,23109565;2,434777e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w; 9;Passive;NC;1,421619;right;20,66587271;9,724175e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w; 9;Passive;NC;1,421619;left;30,39004732;1,234357e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w; 9;Passive;NC;1,421619;right;31,62440430;3,519281e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w; 9;Passive;NC;1,421619;left;35,14368557;4,453446e+00; 9;TRUE
2018-12-13-08-44-26;ABH1998w;10;Passive;KDE -45;1,458184;right; 0,96751106;1,311006e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;10;Passive;KDE -45;1,458184;left;14,07757539;4,103112e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;10;Passive;KDE -45;1,458184;right;18,18068757;7,038773e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;10;Passive;KDE -45;1,458184;left;25,21946065;1,260967e+01; 4;TRUE
2018-12-13-08-44-26;ABH1998w;10;Passive;KDE -45;1,458184;right;37,82913188;1,716312e+01; 5;TRUE
2018-12-13-08-44-26;ABH1998w;10;Passive;KDE -45;1,458184;left;54,99225080;2,735455e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;11;Passive;KDE 45;1,036620;left; 1,15094994;1,397733e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;11;Passive;KDE 45;1,036620;right;15,12827922;4,219927e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;11;Passive;KDE 45;1,036620;left;19,41494068;1,527841e+01; 4;TRUE
2018-12-13-08-44-26;ABH1998w;11;Passive;KDE 45;1,036620;right;34,69334572;3,485980e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;11;Passive;KDE 45;1,036620;left;38,22937930;4,386700e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w;11;Passive;KDE 45;1,036620;right;42,61607884;2,118310e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w;11;Passive;KDE 45;1,036620;left;44,75109997;6,021238e+00;10;TRUE
2018-12-13-08-44-26;ABH1998w;11;Passive;KDE 45;1,036620;right;50,77233766;8,222900e+00;11;TRUE
2018-12-13-08-44-26;ABH1998w;12;Passive;NC;1,269727;right; 1,33443112;5,867836e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;13;Passive;KDE -45;1,182278;right; 0,93413767;1,227603e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;13;Passive;KDE -45;1,182278;left;13,26027350;9,440913e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;13;Passive;KDE -45;1,182278;right;22,70118636;1,689590e+01; 4;TRUE
2018-12-13-08-44-26;ABH1998w;14;Passive;KDE 45;1,218957;left; 0,75070066;1,599560e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;14;Passive;KDE 45;1,218957;right;16,74630391;5,237235e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;14;Passive;KDE 45;1,218957;left;22,05032660;5,454159e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;14;Passive;KDE 45;1,218957;right;27,50448569;6,354900e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;14;Passive;KDE 45;1,218957;left;33,85938544;1,621244e+01; 6;TRUE
2018-12-13-08-44-26;ABH1998w;14;Passive;KDE 45;1,218957;right;50,20523574;5,420852e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w;15;Passive;NC;1,168502;right; 1,28443946;5,872842e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;16;Speed-up;KDE -45;1,306255;right; 0,43369141;3,757877e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;16;Speed-up;KDE -45;1,306255;left;38,07917387;3,069070e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;16;Speed-up;KDE -45;1,306255;right;41,14824404;1,075822e+01; 4;TRUE
2018-12-13-08-44-26;ABH1998w;16;Speed-up;KDE -45;1,306255;left;51,90646066;3,769591e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;16;Speed-up;KDE -45;1,306255;right;55,67605167;3,219085e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;right; 1,21764914;3,936362e+00; 1;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;left; 5,15401162;3,586200e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;right; 8,74021196;2,868753e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;left;11,60896467;2,902261e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;right;14,51122605;5,837816e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;left;20,34904228;1,951462e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;right;22,30050449;2,619020e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;left;24,91952465;3,085376e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;right;28,00490086;1,287652e+01; 9;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;left;40,88141989;2,101674e+00;10;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;right;42,98309375;2,151572e+00;11;TRUE
2018-12-13-08-44-26;ABH1998w;18;Speed-up;NC;1,416328;left;45,13473346;4,803630e+00;13;TRUE
2018-12-13-08-44-26;ABH1998w;19;Speed-up;KDE -45;1,085125;right; 2,38522887;5,304039e+00; 1;TRUE
2018-12-13-08-44-26;ABH1998w;19;Speed-up;KDE -45;1,085125;left; 7,70596251;2,185057e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;19;Speed-up;KDE -45;1,085125;right; 9,89101978;1,884798e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;19;Speed-up;KDE -45;1,085125;left;11,77588510;1,667832e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;19;Speed-up;KDE -45;1,085125;right;13,44371704;1,220933e+01; 7;TRUE
2018-12-13-08-44-26;ABH1998w;19;Speed-up;KDE -45;1,085125;left;25,66972617;3,157423e+01; 9;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;left; 1,13427818;9,590648e+00; 1;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;right;10,72492595;2,001816e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;left;12,72674244;1,070793e+01; 3;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;right;23,43473850;9,339781e-01; 5;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;left;24,38542013;2,285234e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;right;26,68718256;8,505736e-01; 9;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;left;27,55448047;3,519381e+00;11;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;right;31,07386188;1,132535e+01;12;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;left;42,41590381;2,151601e+00;14;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;right;44,56757245;1,167525e+00;16;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;left;45,76908504;2,718123e+00;18;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;right;48,48720812;2,618737e+00;19;TRUE
2018-12-13-08-44-26;ABH1998w;20;Speed-up;KDE 45;1,067961;left;51,10594560;1,118259e+00;20;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;left; 0,66729673;7,505035e-01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;right; 1,41786739;3,786213e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;left; 5,20408010;3,652792e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;right; 8,85687203;6,188067e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;left;15,04493873;3,052359e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;right;18,09729733;2,168308e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;left;20,28231572;6,755217e+00; 9;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;right;27,03753223;7,105366e+00;10;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;left;34,17628678;9,974366e+00;12;TRUE
2018-12-13-08-44-26;ABH1998w;21;Speed-up;NC;1,214058;right;44,15065326;7,689218e+00;13;TRUE
2018-12-13-08-44-26;ABH1998w;22;Speed-up;KDE -45;1,317231;right; 0,05062079;3,596041e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;22;Speed-up;KDE -45;1,317231;left;36,01102609;1,467773e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;22;Speed-up;KDE -45;1,317231;right;37,47879900;5,554302e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;22;Speed-up;KDE -45;1,317231;left;43,03310127;2,118195e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;22;Speed-up;KDE -45;1,317231;right;45,16802880;2,335138e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;22;Speed-up;KDE -45;1,317231;left;47,50316710;8,423111e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w;23;Speed-up;KDE 45;1,120475;left; 0,53383179;5,237345e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;24;Speed-up;NC;1,225102;left; 0,75064934;1,234254e+00; 1;TRUE
2018-12-13-08-44-26;ABH1998w;24;Speed-up;NC;1,225102;right; 2,00159257;1,037505e+01; 3;TRUE
2018-12-13-08-44-26;ABH1998w;24;Speed-up;NC;1,225102;left;12,37670935;1,324297e+01; 5;TRUE
2018-12-13-08-44-26;ABH1998w;25;Speed-up;KDE -45;1,194036;right; 0,75066272;2,905560e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;25;Speed-up;KDE -45;1,194036;left;29,80626305;1,034128e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;25;Speed-up;KDE -45;1,194036;right;30,84039152;2,785483e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;25;Speed-up;KDE -45;1,194036;left;33,62587465;1,369385e+01; 4;TRUE
2018-12-13-08-44-26;ABH1998w;25;Speed-up;KDE -45;1,194036;right;47,31972604;1,050871e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;25;Speed-up;KDE -45;1,194036;left;48,37059750;4,169789e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;26;Speed-up;KDE 45;1,314834;left; 0,66727651;1,267651e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;26;Speed-up;KDE 45;1,314834;right;13,34378782;9,190302e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;26;Speed-up;KDE 45;1,314834;left;22,53414868;1,901329e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;26;Speed-up;KDE 45;1,314834;right;24,43547803;1,436101e+01; 5;TRUE
2018-12-13-08-44-26;ABH1998w;26;Speed-up;KDE 45;1,314834;left;38,79648869;7,272238e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;26;Speed-up;KDE 45;1,314834;right;46,06872622;1,234257e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w;26;Speed-up;KDE 45;1,314834;left;47,30298306;3,002473e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w;26;Speed-up;KDE 45;1,314834;right;50,30545573;4,937072e+00; 9;TRUE
2018-12-13-08-44-26;ABH1998w;27;Speed-up;NC;1,079896;right; 0,73393684;1,761350e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;27;Speed-up;NC;1,079896;left;18,34743354;1,773026e+01; 2;TRUE
2018-12-13-08-44-26;ABH1998w;28;Speed-up;KDE -45;1,367390;right; 1,60129757;3,140741e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;28;Speed-up;KDE -45;1,367390;left;33,00870985;1,084131e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;29;Speed-up;KDE 45;1,093884;left; 0,55052625;7,072066e+00; 1;TRUE
2018-12-13-08-44-26;ABH1998w;29;Speed-up;KDE 45;1,093884;right; 7,62259248;2,501916e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;29;Speed-up;KDE 45;1,093884;left;10,12450817;9,824195e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;29;Speed-up;KDE 45;1,093884;right;19,94870281;7,255577e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;29;Speed-up;KDE 45;1,093884;left;27,20427945;1,406082e+01; 5;TRUE
2018-12-13-08-44-26;ABH1998w;29;Speed-up;KDE 45;1,093884;right;41,28173604;1,009107e+01; 7;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;left; 1,13428067;5,670463e-01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;right; 1,70132692;4,720327e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;left; 6,42165430;4,453356e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;right;10,87501073;3,686251e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;left;14,56126219;8,072805e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;right;22,63406671;8,306366e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;left;30,94043301;1,841408e+01; 7;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;right;49,35451070;2,318583e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;left;51,67309417;2,385304e+00; 9;TRUE
2018-12-13-08-44-26;ABH1998w;30;Speed-up;NC;1,151247;right;54,05839861;3,085457e+00;10;TRUE
2018-12-13-08-44-26;ABH1998w;31;Slow-down;KDE -45;1,005928;left; 0,90077890;3,460987e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;31;Slow-down;KDE -45;1,005928;right;35,51064761;1,152546e+01; 2;TRUE
2018-12-13-08-44-26;ABH1998w;31;Slow-down;KDE -45;1,005928;left;47,03611040;1,255965e+01; 3;TRUE
2018-12-13-08-44-26;ABH1998w;32;Slow-down;KDE 45;1,177352;left; 0,46712761;3,194115e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;32;Slow-down;KDE 45;1,177352;right;32,40827278;3,019020e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;32;Slow-down;KDE 45;1,177352;left;35,42729282;2,435112e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;32;Slow-down;KDE 45;1,177352;right;37,86240513;2,918920e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;32;Slow-down;KDE 45;1,177352;left;40,78132491;2,418543e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;32;Slow-down;KDE 45;1,177352;right;43,19986808;1,175900e+01; 6;TRUE
2018-12-13-08-44-26;ABH1998w;33;Slow-down;NC;1,406930;right; 0,41705633;2,868905e+00; 1;TRUE
2018-12-13-08-44-26;ABH1998w;33;Slow-down;NC;1,406930;left; 3,28596174;3,536021e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;33;Slow-down;NC;1,406930;right; 6,82198320;3,447645e+01; 3;TRUE
2018-12-13-08-44-26;ABH1998w;34;Slow-down;KDE -45;1,052109;right; 0,51710684;1,224273e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;34;Slow-down;KDE -45;1,052109;left;12,75983842;1,311002e+01; 2;TRUE
2018-12-13-08-44-26;ABH1998w;34;Slow-down;KDE -45;1,052109;right;25,95330947;1,446111e+01; 4;TRUE
2018-12-13-08-44-26;ABH1998w;34;Slow-down;KDE -45;1,052109;left;40,41442040;2,952243e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;34;Slow-down;KDE -45;1,052109;right;43,36666349;8,223110e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;35;Slow-down;KDE 45;1,196602;left; 0,73399313;3,594420e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;35;Slow-down;KDE 45;1,196602;right;36,67819811;1,217608e+01; 2;TRUE
2018-12-13-08-44-26;ABH1998w;36;Slow-down;NC;1,489098;left; 0,58390648;9,006582e-01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;36;Slow-down;NC;1,489098;right; 1,48456472;3,736147e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;36;Slow-down;NC;1,489098;left; 5,22071206;4,386733e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;36;Slow-down;NC;1,489098;right; 9,60744487;8,439813e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;36;Slow-down;NC;1,489098;left;18,04732619;2,485263e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;36;Slow-down;NC;1,489098;right;20,54925058;7,222141e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w;36;Slow-down;NC;1,489098;left;27,77139132;7,088787e+00; 9;TRUE
2018-12-13-08-44-26;ABH1998w;36;Slow-down;NC;1,489098;right;34,86017815;5,971272e+00;10;TRUE
2018-12-13-08-44-26;ABH1998w;36;Slow-down;NC;1,489098;left;40,83145030;1,024110e+01;11;TRUE
2018-12-13-08-44-26;ABH1998w;37;Slow-down;KDE -45;1,209020;right; 0,58385890;2,235042e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;37;Slow-down;KDE -45;1,209020;left;22,93427451;8,122920e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;37;Slow-down;KDE -45;1,209020;right;31,05719446;8,506494e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;37;Slow-down;KDE -45;1,209020;left;39,59708585;4,520131e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;37;Slow-down;KDE -45;1,209020;right;44,11721674;2,451848e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;37;Slow-down;KDE -45;1,209020;left;46,58576153;4,253258e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w;37;Slow-down;KDE -45;1,209020;right;50,83901913;2,852166e+00; 9;TRUE
2018-12-13-08-44-26;ABH1998w;37;Slow-down;KDE -45;1,209020;left;53,69118467;3,135829e+00;10;TRUE
2018-12-13-08-44-26;ABH1998w;38;Slow-down;KDE 45;1,456364;left; 0,43380398;1,349363e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;38;Slow-down;KDE 45;1,456364;right;13,92742935;9,373824e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;38;Slow-down;KDE 45;1,456364;left;23,30125366;1,065881e+01; 3;TRUE
2018-12-13-08-44-26;ABH1998w;38;Slow-down;KDE 45;1,456364;right;33,96006321;3,869221e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;38;Slow-down;KDE 45;1,456364;left;37,82928427;4,286435e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;38;Slow-down;KDE 45;1,456364;right;42,11571965;8,506592e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;left; 0,60070887;7,003921e-01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;right; 1,30116751;4,636882e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;left; 5,93804990;1,234279e+00; 4;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;right; 7,17232883;3,135654e+00; 5;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;left;10,30798313;3,385976e+00; 6;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;right;13,69395961;2,185005e+00; 7;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;left;15,87896432;1,617930e+00; 8;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;right;17,49689416;1,067451e+00; 9;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;left;18,56434470;2,018220e+00;10;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;right;20,58256457;1,251006e+00;11;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;left;21,83357093;1,767961e+00;12;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;right;23,60153236;4,620171e+00;13;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;left;28,22176911;9,340251e-01;15;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;right;29,15579421;2,918896e+00;16;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;left;32,09138171;1,617865e+00;18;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;right;33,70924655;1,230947e+01;19;TRUE
2018-12-13-08-44-26;ABH1998w;39;Slow-down;NC;1,291351;left;46,01871869;3,035612e+00;20;TRUE
2018-12-13-08-44-26;ABH1998w;40;Slow-down;KDE -45;1,483989;right; 0,36779549;1,459371e+01; 1;TRUE
2018-12-13-08-44-26;ABH1998w;40;Slow-down;KDE -45;1,483989;left;14,96150868;7,072090e+00; 2;TRUE
2018-12-13-08-44-26;ABH1998w;40;Slow-down;KDE -45;1,483989;right;22,03359917;2,668678e+00; 3;TRUE
2018-12-13-08-44-26;ABH1998w;40;Slow-down;KDE -45;1,483989;left;24,73568055;4,953794e+00; 5;TRUE
