Session;Participant;Block;Condition;Display;OnsetDelay;Percept;Time;Duration;iPercept;SpeedUp_first
2018-12-18-17-58-18;BHW1998m;19;Speed-up;KDE -45;1,213831;left;42,59994178;4,636966e+00;30;TRUE
2018-12-18-17-58-18;BHW1998m;19;Speed-up;KDE -45;1,213831;right;47,25354958;1,634613e+00;32;TRUE
2018-12-18-17-58-18;BHW1998m;19;Speed-up;KDE -45;1,213831;left;48,88816262;9,674012e-01;33;TRUE
2018-12-18-17-58-18;BHW1998m;19;Speed-up;KDE -45;1,213831;right;49,87225414;1,384392e+00;35;TRUE
2018-12-18-17-58-18;BHW1998m;19;Speed-up;KDE -45;1,213831;left;51,34010425;1,367695e+00;37;TRUE
2018-12-18-17-58-18;BHW1998m;19;Speed-up;KDE -45;1,213831;right;52,70779940;2,952368e+00;38;TRUE
2018-12-18-17-58-18;BHW1998m;19;Speed-up;KDE -45;1,213831;left;55,66016693;2,334691e-01;39;TRUE
2018-12-18-17-58-18;BHW1998m;20;Speed-up;KDE 45;1,054023;left; 0,70062202;9,774282e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;20;Speed-up;KDE 45;1,054023;right;10,47490372;1,052488e+01; 2;TRUE
2018-12-18-17-58-18;BHW1998m;20;Speed-up;KDE 45;1,054023;left;20,99978853;1,511177e+01; 3;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right; 0,53386501;1,267601e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left; 1,81819875;1,451056e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right; 3,28599320;1,317676e+00; 5;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left; 4,60373433;2,418551e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right; 7,03891287;3,235846e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left;10,29144240;2,618686e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right;12,94353661;3,135682e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left;16,12938604;2,818865e+00;15;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right;18,94825062;3,435931e+00;16;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left;22,43426640;4,987253e+00;18;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right;28,07199371;5,504360e+00;20;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left;33,57635335;2,068268e+00;21;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right;35,64462169;3,285798e+00;22;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left;38,93041990;1,901497e+00;23;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right;40,83191661;2,134990e+00;24;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left;43,05031135;3,352613e+00;26;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right;46,40292432;3,836315e+00;27;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left;50,27260811;2,485287e+00;29;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right;52,79120714;2,168395e+00;31;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;left;54,95960214;1,567901e+00;32;TRUE
2018-12-18-17-58-18;BHW1998m;21;Speed-up;NC;1,113077;right;56,52750273;1,968234e+00;33;TRUE
2018-12-18-17-58-18;BHW1998m;22;Speed-up;KDE -45;1,086422;right; 0,88412936;1,067520e+01; 1;TRUE
2018-12-18-17-58-18;BHW1998m;22;Speed-up;KDE -45;1,086422;left;11,62581600;7,055458e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;22;Speed-up;KDE -45;1,086422;right;18,68127365;3,102497e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;22;Speed-up;KDE -45;1,086422;left;21,80040037;2,668877e-01; 6;TRUE
2018-12-18-17-58-18;BHW1998m;22;Speed-up;KDE -45;1,086422;right;22,06728809;5,454231e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;22;Speed-up;KDE -45;1,086422;left;27,57158584;4,937159e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;22;Speed-up;KDE -45;1,086422;left;34,24343675;1,244304e+01;11;TRUE
2018-12-18-17-58-18;BHW1998m;22;Speed-up;KDE -45;1,086422;right;46,73660410;3,119053e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;23;Speed-up;KDE 45;1,132802;left; 0,75061740;1,901522e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;23;Speed-up;KDE 45;1,132802;right; 2,66881966;1,155899e+01; 3;TRUE
2018-12-18-17-58-18;BHW1998m;23;Speed-up;KDE 45;1,132802;left;14,24446675;7,439153e+00; 5;TRUE
2018-12-18-17-58-18;BHW1998m;23;Speed-up;KDE 45;1,132802;right;21,73367113;4,253322e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;23;Speed-up;KDE 45;1,132802;left;26,00366877;3,235824e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;23;Speed-up;KDE 45;1,132802;right;29,25616814;2,556999e+01;11;TRUE
2018-12-18-17-58-18;BHW1998m;23;Speed-up;KDE 45;1,132802;left;54,85947236;4,653616e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right; 0,83439677;2,017890e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left; 2,85228658;2,702081e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right; 5,55436715;2,585368e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left; 8,13973554;2,718767e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right;10,85850269;8,023087e+00; 5;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left;18,88158949;1,951314e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right;20,93304498;1,801558e+00; 8;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left;22,73460286;1,400922e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right;24,13559375;4,586918e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left;28,72251212;1,951467e+00;12;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right;30,67397933;1,751340e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left;32,42531916;1,184222e+00;14;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right;33,60954086;2,635386e+00;15;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left;36,24492702;1,884878e+00;16;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right;38,14654533;2,368410e+00;18;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left;40,51495514;2,034934e+00;19;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right;42,54988949;2,752114e+00;20;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left;45,30200369;1,484478e+00;21;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right;46,86992481;3,135736e+00;23;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;left;50,02233420;1,901520e+00;25;TRUE
2018-12-18-17-58-18;BHW1998m;24;Speed-up;NC;1,421933;right;51,92392359;7,005376e+00;27;TRUE
2018-12-18-17-58-18;BHW1998m;25;Speed-up;KDE -45;1,130214;right; 0,71736302;1,401010e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;25;Speed-up;KDE -45;1,130214;left; 2,16843730;1,391083e+01; 3;TRUE
2018-12-18-17-58-18;BHW1998m;25;Speed-up;KDE -45;1,130214;right;16,07933126;1,769706e+01; 5;TRUE
2018-12-18-17-58-18;BHW1998m;25;Speed-up;KDE -45;1,130214;left;33,79309455;3,969760e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;25;Speed-up;KDE -45;1,130214;right;37,76285431;9,023680e+00; 8;TRUE
2018-12-18-17-58-18;BHW1998m;25;Speed-up;KDE -45;1,130214;left;46,78653386;4,553632e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;25;Speed-up;KDE -45;1,130214;right;51,72376635;1,684574e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;25;Speed-up;KDE -45;1,130214;left;53,44173985;5,154006e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;25;Speed-up;KDE -45;1,130214;right;58,62911096;1,234262e+00;15;TRUE
2018-12-18-17-58-18;BHW1998m;26;Speed-up;KDE 45;1,450360;left; 0,75066622;5,070612e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;26;Speed-up;KDE 45;1,450360;right; 5,82127788;7,822716e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;26;Speed-up;KDE 45;1,450360;left;13,66070526;4,787111e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;26;Speed-up;KDE 45;1,450360;right;18,44781663;1,214276e+01; 5;TRUE
2018-12-18-17-58-18;BHW1998m;26;Speed-up;KDE 45;1,450360;left;30,70733540;1,085842e+01; 7;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right; 0,51715696;2,768781e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;left; 3,28593816;2,368513e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right; 5,65445152;2,201719e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;left; 7,85617087;3,636150e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right;11,52572977;4,353355e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;left;15,91246571;2,401878e+00; 8;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right;18,31434385;2,768801e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;left;21,08314464;2,702110e+00;10;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right;23,81862823;2,268430e+00;12;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;left;26,08705785;4,787033e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right;30,87409116;1,951476e+00;14;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;left;32,84233360;2,385198e+00;16;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right;35,27756283;2,001555e+00;18;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;left;37,27911810;1,534554e+00;19;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right;38,81373166;2,535211e+00;21;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;left;41,34894295;3,836358e+00;22;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right;45,18530053;2,134938e+00;23;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;left;47,32023808;3,702950e+00;24;TRUE
2018-12-18-17-58-18;BHW1998m;27;Speed-up;NC;1,090606;right;51,08987077;4,370087e+00;26;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;left; 0,51713799;5,087283e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;right; 5,62112749;4,370076e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;left; 9,99120328;1,172577e+01; 4;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;right;21,75034092;7,422461e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;left;29,18948897;1,668028e+00; 8;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;right;30,85751685;3,501596e-01; 9;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;right;31,97584152;9,832329e-01;11;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;left;32,95914094;1,624590e+01;13;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;right;49,28851006;2,318444e+00;15;TRUE
2018-12-18-17-58-18;BHW1998m;28;Speed-up;KDE -45;1,395318;left;51,64031476;2,118313e+00;17;TRUE
2018-12-18-17-58-18;BHW1998m;29;Speed-up;KDE 45;1,020592;left; 1,75139457;6,371584e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;29;Speed-up;KDE 45;1,020592;right; 8,12297867;3,269336e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;29;Speed-up;KDE 45;1,020592;left;11,39231421;6,821907e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;29;Speed-up;KDE 45;1,020592;right;18,23089164;3,154127e+01; 5;TRUE
2018-12-18-17-58-18;BHW1998m;29;Speed-up;KDE 45;1,020592;left;49,77216510;7,105493e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;right; 0,85075091;2,418565e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;left; 3,26931563;9,407337e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;right;12,70995177;3,469441e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;left;16,17939230;3,719482e+00; 5;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;right;19,93240154;3,502582e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;left;23,43498386;4,403426e+00; 8;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;right;27,88846739;4,820433e+00;10;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;left;32,70890062;3,052350e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;right;35,79457642;3,002365e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;left;38,81362251;4,286645e+00;15;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;right;43,11693858;4,370102e+00;17;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;left;47,48704019;5,003875e+00;18;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;right;52,55772182;4,119905e+00;20;TRUE
2018-12-18-17-58-18;BHW1998m;30;Speed-up;NC;1,070926;left;56,67768480;2,768629e+00;22;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;right; 0,73396906;7,038861e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;left; 7,77283000;1,934754e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;right; 9,70758357;7,088844e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;left;16,79642745;3,052365e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;right;19,84879197;3,586146e+00; 5;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;left;23,43493783;1,868137e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;right;25,30307475;2,768864e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;left;28,07193866;4,520164e+00; 8;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;right;32,59210261;5,520999e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;left;38,11310125;2,735422e+00;10;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;right;40,84852327;9,807666e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;left;50,65618935;1,401671e+00;12;TRUE
2018-12-18-17-58-18;BHW1998m;31;Slow-down;KDE -45;1,408102;right;52,05786037;6,070783e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;32;Slow-down;KDE 45;1,369519;right; 0,80078911;6,571674e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;32;Slow-down;KDE 45;1,369519;left; 7,68944154;4,653590e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;32;Slow-down;KDE 45;1,369519;right;12,34315695;2,747137e+01; 5;TRUE
2018-12-18-17-58-18;BHW1998m;32;Slow-down;KDE 45;1,369519;left;39,81453185;9,073664e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;33;Slow-down;NC;1,320273;right; 0,31728086;1,129174e+01; 1;TRUE
2018-12-18-17-58-18;BHW1998m;33;Slow-down;NC;1,320273;left;12,32632046;7,622613e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;33;Slow-down;NC;1,320273;right;19,96556199;3,110761e+01; 5;TRUE
2018-12-18-17-58-18;BHW1998m;33;Slow-down;NC;1,320273;left;51,07317082;1,401041e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;34;Slow-down;KDE -45;1,334353;right; 0,78403162;2,718749e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;34;Slow-down;KDE -45;1,334353;left; 3,50278042;4,370008e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;34;Slow-down;KDE -45;1,334353;right; 7,90621166;4,953907e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;34;Slow-down;KDE -45;1,334353;left;12,87679337;7,172168e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;34;Slow-down;KDE -45;1,334353;right;20,11573629;1,609589e+01; 8;TRUE
2018-12-18-17-58-18;BHW1998m;34;Slow-down;KDE -45;1,334353;left;36,21162787;5,537556e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;34;Slow-down;KDE -45;1,334353;right;41,83266361;2,051632e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;34;Slow-down;KDE -45;1,334353;left;43,88429574;6,471646e+00;12;TRUE
2018-12-18-17-58-18;BHW1998m;35;Slow-down;KDE 45;1,187311;left; 0,68394289;3,185742e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;35;Slow-down;KDE 45;1,187311;right; 3,88646896;6,588411e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;35;Slow-down;KDE 45;1,187311;left;10,67506936;9,173346e-01; 5;TRUE
2018-12-18-17-58-18;BHW1998m;35;Slow-down;KDE 45;1,187311;right;11,62581787;8,256428e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;35;Slow-down;KDE 45;1,187311;left;19,88224631;1,260987e+01; 8;TRUE
2018-12-18-17-58-18;BHW1998m;35;Slow-down;KDE 45;1,187311;right;32,49211837;1,032463e+01; 9;TRUE
2018-12-18-17-58-18;BHW1998m;35;Slow-down;KDE 45;1,187311;left;42,88348499;4,486840e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;35;Slow-down;KDE 45;1,187311;right;47,37032459;1,125877e+01;12;TRUE
2018-12-18-17-58-18;BHW1998m;36;Slow-down;NC;1,350927;right; 0,35037725;1,601239e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;36;Slow-down;NC;1,350927;left; 1,95161587;4,420095e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;36;Slow-down;NC;1,350927;right; 6,37171099;1,391083e+01; 3;TRUE
2018-12-18-17-58-18;BHW1998m;36;Slow-down;NC;1,350927;left;20,28254430;1,215957e+01; 4;TRUE
2018-12-18-17-58-18;BHW1998m;36;Slow-down;NC;1,350927;right;32,45877506;1,756367e+01; 6;TRUE
2018-12-18-17-58-18;BHW1998m;36;Slow-down;NC;1,350927;left;50,02244491;4,937122e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;36;Slow-down;NC;1,350927;right;54,99292742;2,518715e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;37;Slow-down;KDE -45;1,194805;right; 0,66736453;7,222198e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;37;Slow-down;KDE -45;1,194805;left; 7,88956239;3,502693e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;37;Slow-down;KDE -45;1,194805;right;11,50904847;8,373254e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;37;Slow-down;KDE -45;1,194805;left;19,88230260;1,250913e+00; 5;TRUE
2018-12-18-17-58-18;BHW1998m;37;Slow-down;KDE -45;1,194805;right;21,21661027;9,357249e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;37;Slow-down;KDE -45;1,194805;left;30,62393668;5,087303e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;37;Slow-down;KDE -45;1,194805;right;35,74461805;3,836270e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;38;Slow-down;KDE 45;1,171878;left; 0,83412932;6,838590e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;38;Slow-down;KDE 45;1,171878;right; 7,72276496;4,203306e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;38;Slow-down;KDE 45;1,171878;left;11,92607130;6,204820e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;38;Slow-down;KDE 45;1,171878;right;18,19758969;1,617929e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;38;Slow-down;KDE 45;1,171878;left;19,88227741;1,167493e+00; 8;TRUE
2018-12-18-17-58-18;BHW1998m;38;Slow-down;KDE 45;1,171878;right;21,04984051;1,736352e+01;10;TRUE
2018-12-18-17-58-18;BHW1998m;38;Slow-down;KDE 45;1,171878;left;38,46339671;1,002444e+01;12;TRUE
2018-12-18-17-58-18;BHW1998m;39;Slow-down;NC;1,448639;right; 0,68388878;1,684702e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;39;Slow-down;NC;1,448639;left; 2,36859081;4,336642e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;39;Slow-down;NC;1,448639;right; 6,72198748;5,904534e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;39;Slow-down;NC;1,448639;left;12,62652196;4,219993e+00; 5;TRUE
2018-12-18-17-58-18;BHW1998m;39;Slow-down;NC;1,448639;right;16,84651488;8,656742e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;39;Slow-down;NC;1,448639;left;25,50325655;6,221514e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;39;Slow-down;NC;1,448639;right;31,74145806;2,486934e+01; 9;TRUE
2018-12-18-17-58-18;BHW1998m;40;Slow-down;KDE -45;1,484601;right; 0,58385541;9,090403e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;40;Slow-down;KDE -45;1,484601;left; 9,67425860;4,053152e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;40;Slow-down;KDE -45;1,484601;right;13,72741055;2,235075e+01; 3;TRUE
2018-12-18-17-58-18;BHW1998m;40;Slow-down;KDE -45;1,484601;left;36,07815726;5,520982e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;40;Slow-down;KDE -45;1,484601;right;41,64921877;7,839383e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;40;Slow-down;KDE -45;1,484601;left;49,48860168;2,001555e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;40;Slow-down;KDE -45;1,484601;right;51,52357335;2,318474e+00; 9;TRUE
2018-12-18-17-58-18;BHW1998m;41;Slow-down;KDE 45;1,304646;right; 1,01755674;2,136662e+01; 1;TRUE
2018-12-18-17-58-18;BHW1998m;41;Slow-down;KDE 45;1,304646;left;22,38417306;2,201698e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;41;Slow-down;KDE 45;1,304646;right;24,60250840;2,034974e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;41;Slow-down;KDE 45;1,304646;left;26,63748194;1,634627e+00; 5;TRUE
2018-12-18-17-58-18;BHW1998m;41;Slow-down;KDE 45;1,304646;right;28,27216681;1,517748e+00; 7;TRUE
2018-12-18-17-58-18;BHW1998m;41;Slow-down;KDE 45;1,304646;left;29,78991497;4,069852e+00; 8;TRUE
2018-12-18-17-58-18;BHW1998m;41;Slow-down;KDE 45;1,304646;right;33,87644320;9,957805e+00;10;TRUE
2018-12-18-17-58-18;BHW1998m;41;Slow-down;KDE 45;1,304646;left;43,83424843;2,018175e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;41;Slow-down;KDE 45;1,304646;right;46,00258901;2,501996e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;42;Slow-down;NC;1,103338;right; 0,65058465;9,574013e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;42;Slow-down;NC;1,103338;left;10,44154424;5,053902e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;right; 0,63388842;3,119117e+00; 1;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;left; 3,75300550;6,955406e+00; 2;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;right;10,70841112;2,185153e+00; 3;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;left;12,89356424;2,251683e+00; 4;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;right;15,14524756;1,734656e+00; 5;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;left;16,87990360;3,802936e+00; 6;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;right;20,68283949;1,174252e+01; 7;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;left;32,42535897;1,918120e+00; 8;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;right;34,34347945;8,507425e-01; 9;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;left;35,19422196;1,734712e+00;10;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;right;36,92893429;2,468501e+00;11;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;left;39,39743500;2,168309e+00;12;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;right;41,56574417;2,251777e+00;13;TRUE
2018-12-18-17-58-18;BHW1998m;43;Slow-down;KDE -45;1,286971;left;43,81752079;2,301830e+00;14;TRUE
